First Name;Last Name;Customer name;Customer Email;Customer Address;Customer Phone;Region;Company;Position;Lead source;Creation date;Expected close date;Sales rep;Deal value;Comission (%);Comission ($);Status;Stage;Priority;Insert_date;update_date
Laurice;Colgrave;Laurice Colgrave;Laurice.Colgrave@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;08/06/2023;08/07/2023;Caroline Lewis;5 000,00;30%;1500;Open;Negotiation;Medium;07/10/2023;12/08/2023
Shane;Smetoun;Shane Smetoun;Shane.Smetoun@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;08/07/2023;07/08/2023;Noah Harris;1 000,00;5%;50;Open;Contact/Meeting;Low;08/10/2023;13/08/2023
Paddy;Mumbray;Paddy Mumbray;Paddy.Mumbray@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;08/08/2023;07/09/2023;Noah Harris;25 000,00;30%;7500;Open;Opportunity;Medium;09/10/2023;14/08/2023
Cris;Chellam;Cris Chellam;Cris.Chellam@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;08/09/2023;08/10/2023;Noah Harris;500;12%;60;Open;Solution;High;10/10/2023;15/08/2023
Ruy;Adanet;Ruy Adanet;Ruy.Adanet@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;08/10/2023;07/11/2023;Noah Harris;25 000,00;30%;7500;Open;Proposal Discussed;High;11/10/2023;16/08/2023
Ruben;Handlin;Ruben Handlin;Ruben.Handlin@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;08/11/2023;08/12/2023;Noah Harris;30 000,00;20%;6000;Lead;Written Proposal;Medium;12/10/2023;17/08/2023
Iver;Dobsons;Iver Dobsons;Iver.Dobsons@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;08/12/2023;07/01/2024;John Smith;10 000,00;30%;3000;Won;Contract;Low;13/10/2023;18/08/2023
Maurizia;Ligerton;Maurizia Ligerton;Maurizia.Ligerton@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;13/08/2023;12/09/2023;John Smith;25 000,00;12%;3000;Won;Purchase Order;Medium;14/10/2023;19/08/2023
Myranda;Clowser;Myranda Clowser;Myranda.Clowser@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;14/08/2023;13/09/2023;Sarah Davis;500;30%;150;On Hold;Invoice;High;15/10/2023;20/08/2023
Jaimie;Halms;Jaimie Halms;Jaimie.Halms@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;15/08/2023;14/09/2023;Sarah Davis;3 500,00;5%;175;Won;Payment;Medium;16/10/2023;21/08/2023
Garek;Prattin;Garek Prattin;Garek.Prattin@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;16/08/2023;15/09/2023;Kim Johson;10 000,00;30%;3000;Lost;Refund;Low;17/10/2023;22/08/2023
Theo;McKune;Theo McKune;Theo.McKune@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;17/08/2023;16/09/2023;John Smith;11 000,00;10%;1100;Marketing qualified lead;Lead qualification;Medium;18/10/2023;23/08/2023
Catie;Advani;Catie Advani;Catie.Advani@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;18/08/2023;17/09/2023;John Smith;25 000,00;15%;3750;Lead;Negotiation;Low;19/10/2023;24/08/2023
Lisa;Odlin;Lisa Odlin;Lisa.Odlin@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;19/08/2023;18/09/2023;John Smith;30 000,00;15%;4500;Sales qualified lead;Contact/Meeting;Medium;20/10/2023;25/08/2023
Genni;Larway;Genni Larway;Genni.Larway@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;20/08/2023;19/09/2023;Sarah Davis;10 000,00;12%;1200;Open;Opportunity;High;21/10/2023;26/08/2023
Elicia;Dahler;Elicia Dahler;Elicia.Dahler@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;21/08/2023;20/09/2023;Sarah Davis;500;30%;150;On Hold;Solution;Medium;22/10/2023;27/08/2023
Libbie;Castelin;Libbie Castelin;Libbie.Castelin@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;22/08/2023;21/09/2023;Sarah Davis;11 000,00;5%;550;Won;Proposal Discussed;Low;23/10/2023;28/08/2023
Madelle;Matteris;Madelle Matteris;Madelle.Matteris@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;23/08/2023;22/09/2023;Sarah Davis;5 000,00;30%;1500;Lead;Written Proposal;Medium;24/10/2023;29/08/2023
Aldous;Cubin;Aldous Cubin;Aldous.Cubin@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;24/08/2023;23/09/2023;Kim Johson;25 000,00;20%;5000;Won;Contract;High;25/10/2023;30/08/2023
Christean;Finnes;Christean Finnes;Christean.Finnes@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;25/08/2023;24/09/2023;Kim Johson;30 000,00;12%;3600;Won;Purchase Order;Medium;26/10/2023;31/08/2023
De;Denington;De Denington;De.Denington@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;26/08/2023;25/09/2023;Kim Johson;10 000,00;30%;3000;Won;Invoice;Low;27/10/2023;01/09/2023
Celka;Goodrich;Celka Goodrich;Celka.Goodrich@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;27/08/2023;26/09/2023;Caroline Lewis;25 000,00;5%;1250;Won;Payment;Medium;28/10/2023;02/09/2023
Franz;Lyptrit;Franz Lyptrit;Franz.Lyptrit@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;28/08/2023;27/09/2023;Caroline Lewis;25 000,00;30%;7500;Lost;Refund;Medium;29/10/2023;03/09/2023
Anthia;Ghilardini;Anthia Ghilardini;Anthia.Ghilardini@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;29/08/2023;28/09/2023;Caroline Lewis;30 000,00;12%;3600;On Hold;Lead qualification;High;30/10/2023;04/09/2023
Guenna;Spensly;Guenna Spensly;Guenna.Spensly@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;30/08/2023;29/09/2023;Caroline Lewis;10 000,00;30%;3000;Open;Negotiation;Medium;31/10/2023;05/09/2023
Cris;Richfield;Cris Richfield;Cris.Richfield@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;31/08/2023;30/09/2023;Noah Harris;500;5%;25;Open;Contact/Meeting;Low;01/11/2023;06/09/2023
Bernice;Kings;Bernice Kings;Bernice.Kings@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;09/01/2023;08/02/2023;Noah Harris;10 000,00;30%;3000;Open;Opportunity;Medium;02/11/2023;07/09/2023
Garvy;Berthel;Garvy Berthel;Garvy.Berthel@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;09/02/2023;11/03/2023;Noah Harris;11 000,00;12%;1320;Open;Solution;High;03/11/2023;08/09/2023
Port;Pancost;Port Pancost;Port.Pancost@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;09/03/2023;08/04/2023;Noah Harris;5 000,00;30%;1500;Open;Proposal Discussed;High;04/11/2023;09/09/2023
Ford;Groucock;Ford Groucock;Ford.Groucock@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;09/04/2023;09/05/2023;Noah Harris;1 000,00;20%;200;Lead;Written Proposal;Medium;05/11/2023;10/09/2023
Liza;Trouel;Liza Trouel;Liza.Trouel@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;09/05/2023;08/06/2023;John Smith;25 000,00;30%;7500;Won;Contract;Low;06/11/2023;11/09/2023
Debbi;Doohey;Debbi Doohey;Debbi.Doohey@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;09/06/2023;09/07/2023;John Smith;500;12%;60;Won;Purchase Order;Medium;07/11/2023;12/09/2023
Fredi;Iannuzzelli;Fredi Iannuzzelli;Fredi.Iannuzzelli@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;09/07/2023;08/08/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Invoice;High;08/11/2023;13/09/2023
Debee;Martynov;Debee Martynov;Debee.Martynov@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;09/08/2023;08/09/2023;Sarah Davis;30 000,00;5%;1500;Won;Payment;Medium;09/11/2023;14/09/2023
Georgiana;Wallington;Georgiana Wallington;Georgiana.Wallington@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;09/09/2023;09/10/2023;Kim Johson;10 000,00;30%;3000;Lost;Refund;Low;10/11/2023;15/09/2023
Shaylah;Urquhart;Shaylah Urquhart;Shaylah.Urquhart@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;09/10/2023;08/11/2023;John Smith;25 000,00;10%;2500;Marketing qualified lead;Lead qualification;Medium;11/11/2023;16/09/2023
Hilliary;Littrell;Hilliary Littrell;Hilliary.Littrell@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;09/11/2023;09/12/2023;John Smith;10 000,00;15%;1500;Lead;Negotiation;Low;12/11/2023;17/09/2023
Nanny;Casero;Nanny Casero;Nanny.Casero@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;09/12/2023;08/01/2024;John Smith;11 000,00;15%;1650;Sales qualified lead;Contact/Meeting;Medium;13/11/2023;18/09/2023
Joshuah;Purvey;Joshuah Purvey;Joshuah.Purvey@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;13/09/2023;13/10/2023;Sarah Davis;10 000,00;12%;1200;Open;Opportunity;High;14/11/2023;19/09/2023
Jeremiah;Wasling;Jeremiah Wasling;Jeremiah.Wasling@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;14/09/2023;14/10/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;15/11/2023;20/09/2023
Winslow;Hammant;Winslow Hammant;Winslow.Hammant@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;15/09/2023;15/10/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;16/11/2023;21/09/2023
Nicole;Johananoff;Nicole Johananoff;Nicole.Johananoff@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;16/09/2023;16/10/2023;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;17/11/2023;22/09/2023
Carlene;Eyckelbeck;Carlene Eyckelbeck;Carlene.Eyckelbeck@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;17/09/2023;17/10/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;18/11/2023;23/09/2023
Tish;Oleksiak;Tish Oleksiak;Tish.Oleksiak@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;18/09/2023;18/10/2023;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;19/11/2023;24/09/2023
Timmie;Eisikowitz;Timmie Eisikowitz;Timmie.Eisikowitz@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;19/09/2023;19/10/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;20/11/2023;25/09/2023
Berkly;Grishinov;Berkly Grishinov;Berkly.Grishinov@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;20/09/2023;20/10/2023;Caroline Lewis;500;5%;25;Won;Payment;Medium;21/11/2023;26/09/2023
Gan;Devoy;Gan Devoy;Gan.Devoy@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;21/09/2023;21/10/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;22/11/2023;27/09/2023
Vinnie;Usherwood;Vinnie Usherwood;Vinnie.Usherwood@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;22/09/2023;22/10/2023;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;23/11/2023;28/09/2023
Carmela;Jesper;Carmela Jesper;Carmela.Jesper@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;23/09/2023;23/10/2023;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;24/11/2023;29/09/2023
Dev;Hafner;Dev Hafner;Dev.Hafner@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;24/09/2023;24/10/2023;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;25/11/2023;30/09/2023
Orrin;Finding;Orrin Finding;Orrin.Finding@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;25/09/2023;25/10/2023;Noah Harris;500;30%;150;Open;Opportunity;Medium;26/11/2023;01/10/2023
Antonia;Cardis;Antonia Cardis;Antonia.Cardis@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;26/09/2023;26/10/2023;Noah Harris;14 000,00;12%;1680;Open;Solution;High;27/11/2023;02/10/2023
Mavra;Donavan;Mavra Donavan;Mavra.Donavan@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;27/09/2023;27/10/2023;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;28/11/2023;03/10/2023
Stacy;Gullane;Stacy Gullane;Stacy.Gullane@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;28/09/2023;28/10/2023;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;29/11/2023;04/10/2023
Nichole;;Nichole ;Nichole.@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Web;29/09/2023;29/10/2023;John Smith;5 000,00;30%;1500;Won;Contract;Low;30/11/2023;05/10/2023
Betta;Shrimpton;Betta Shrimpton;Betta.Shrimpton@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;30/09/2023;30/10/2023;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;01/12/2023;06/10/2023
Kippie;Crimpe;Kippie Crimpe;Kippie.Crimpe@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;10/01/2023;09/02/2023;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;02/12/2023;07/10/2023
Dulcine;Gauson;Dulcine Gauson;Dulcine.Gauson@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;10/02/2023;12/03/2023;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;03/12/2023;08/10/2023
Atalanta;Starbucke;Atalanta Starbucke;Atalanta.Starbucke@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;10/03/2023;09/04/2023;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;04/12/2023;09/10/2023
Stephana;Minero;Stephana Minero;Stephana.Minero@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;10/04/2023;10/05/2023;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;05/12/2023;10/10/2023
Jamima;Pirolini;Jamima Pirolini;Jamima.Pirolini@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;10/05/2023;09/06/2023;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;06/12/2023;11/10/2023
Sabrina;Caddy;Sabrina Caddy;Sabrina.Caddy@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;10/06/2023;10/07/2023;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;07/12/2023;12/10/2023
Leontyne;Simpkiss;Leontyne Simpkiss;Leontyne.Simpkiss@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;10/07/2023;09/08/2023;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;08/12/2023;13/10/2023
Romona;Capitano;Romona Capitano;Romona.Capitano@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;10/08/2023;09/09/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;09/12/2023;14/10/2023
Constance;Ucchino;Constance Ucchino;Constance.Ucchino@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;10/09/2023;10/10/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;10/12/2023;15/10/2023
Katrinka;Sturrock;Katrinka Sturrock;Katrinka.Sturrock@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;10/10/2023;09/11/2023;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;11/12/2023;16/10/2023
Lacee;Roan;Lacee Roan;Lacee.Roan@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;10/11/2023;10/12/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;12/12/2023;17/10/2023
Alic;Trenear;Alic Trenear;Alic.Trenear@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;10/12/2023;09/01/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;13/12/2023;18/10/2023
Trstram;Bondesen;Trstram Bondesen;Trstram.Bondesen@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;13/10/2023;12/11/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;14/12/2023;19/10/2023
Pernell;Favelle;Pernell Favelle;Pernell.Favelle@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;14/10/2023;13/11/2023;Caroline Lewis;500;5%;25;Won;Payment;Medium;15/12/2023;20/10/2023
Moina;Thumim;Moina Thumim;Moina.Thumim@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;15/10/2023;14/11/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;16/12/2023;21/10/2023
Eva;Colenutt;Eva Colenutt;Eva.Colenutt@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;16/10/2023;15/11/2023;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;17/12/2023;22/10/2023
Valdemar;MacCoughen;Valdemar MacCoughen;Valdemar.MacCoughen@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;17/10/2023;16/11/2023;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;18/12/2023;23/10/2023
Salvidor;Renzo;Salvidor Renzo;Salvidor.Renzo@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;18/10/2023;17/11/2023;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;19/12/2023;24/10/2023
Marena;Brunotti;Marena Brunotti;Marena.Brunotti@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;19/10/2023;18/11/2023;Noah Harris;500;30%;150;Open;Opportunity;Medium;20/12/2023;25/10/2023
Levy;Bonavia;Levy Bonavia;Levy.Bonavia@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;20/10/2023;19/11/2023;Noah Harris;14 000,00;12%;1680;Open;Solution;High;21/12/2023;26/10/2023
Raquela;Yuille;Raquela Yuille;Raquela.Yuille@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;21/10/2023;20/11/2023;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;22/12/2023;27/10/2023
Bert;Ainslie;Bert Ainslie;Bert.Ainslie@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;22/10/2023;21/11/2023;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;23/12/2023;28/10/2023
Teriann;Birdsey;Teriann Birdsey;Teriann.Birdsey@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;23/10/2023;22/11/2023;John Smith;5 000,00;30%;1500;Won;Contract;Low;24/12/2023;29/10/2023
Leesa;Castleman;Leesa Castleman;Leesa.Castleman@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Instagram;24/10/2023;23/11/2023;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;25/12/2023;30/10/2023
Issiah;Fardell;Issiah Fardell;Issiah.Fardell@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;25/10/2023;24/11/2023;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;26/12/2023;31/10/2023
Barclay;Shalders;Barclay Shalders;Barclay.Shalders@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;26/10/2023;25/11/2023;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;27/12/2023;01/11/2023
Friederike;Bestar;Friederike Bestar;Friederike.Bestar@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;27/10/2023;26/11/2023;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;28/12/2023;02/11/2023
Kendall;Humes;Kendall Humes;Kendall.Humes@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;28/10/2023;27/11/2023;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;29/12/2023;03/11/2023
Ethelyn;Pincott;Ethelyn Pincott;Ethelyn.Pincott@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;29/10/2023;28/11/2023;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;30/12/2023;04/11/2023
Spike;Thieme;Spike Thieme;Spike.Thieme@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;30/10/2023;29/11/2023;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;31/12/2023;05/11/2023
Carlye;Bartle;Carlye Bartle;Carlye.Bartle@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;31/10/2023;30/11/2023;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;01/01/2024;06/11/2023
Dorene;Scrivner;Dorene Scrivner;Dorene.Scrivner@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;11/01/2023;10/02/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;02/01/2024;07/11/2023
Royall;Slimings;Royall Slimings;Royall.Slimings@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;11/02/2023;13/03/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;03/01/2024;08/11/2023
Duffie;Woodier;Duffie Woodier;Duffie.Woodier@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;11/03/2023;10/04/2023;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;04/01/2024;09/11/2023
Brandyn;Morrid;Brandyn Morrid;Brandyn.Morrid@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;11/04/2023;11/05/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;05/01/2024;10/11/2023
Cesaro;Isbell;Cesaro Isbell;Cesaro.Isbell@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;11/05/2023;10/06/2023;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;06/01/2024;11/11/2023
Roanne;Cowthard;Roanne Cowthard;Roanne.Cowthard@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;11/06/2023;11/07/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;07/01/2024;12/11/2023
Penn;Burkinshaw;Penn Burkinshaw;Penn.Burkinshaw@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;11/07/2023;10/08/2023;Caroline Lewis;500;5%;25;Won;Payment;Medium;08/01/2024;13/11/2023
Peria;Iscowitz;Peria Iscowitz;Peria.Iscowitz@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;11/08/2023;10/09/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;09/01/2024;14/11/2023
